year,date,exam_type,subject,question_no,question,option_A,option_B,option_C,option_D,correct_answers,notes,_場次
110,2021/10/2,保健食品初級工程師,保健食品概論,53,酒精攝取過量可能導致下列何種維生素缺乏？,維生素A,維生素C,菸鹼酸,維生素K,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,54,純素食者最容易引起下列何種營養素缺乏？,"維生素 B 
1","維生素 B 
12",維生素 C,膳食纖維,B,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,54,國人膳食營養素參考攝取量對 19歲以上的上限攝取量（UL）為何？,維生素A 1000 微克，維生素 C 2000 毫克，維生素E 3000 毫克,維生素A 1000 微克，維生素 C 3000 毫克，維生素E 2000 毫克,維生素A 3000 微克，維生素C 2000 毫克，維生素E 1000 毫克,維生素A 2000 微克，維生素 C 1000 毫克，維生素E 3000 毫克,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,55,下列何者為必需脂肪酸？,Arachidonic acid,Eicosapentaenoic acid,Linoleic acid,Oleic acid,C,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,55,以蛋白質消化率校正之胺基酸分數（PDCAAS）來看，以下何種食物的蛋白質品質較差？,牛奶,黃豆,玉米,肉類,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,56,下列何種維生素的功能與能量釋放無直接關係？,"維生素 B 
1",泛酸,菸鹼酸,"維生素 B 
12",D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,56,下列何者為含硫胺基酸？,半胱胺酸,酪胺酸,麩胺酸,精胺酸,A,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,57,一個長期飢餓的人正在失去：,只有脂肪,只有肝醣,肝醣和脂肪,肝醣、蛋白質及脂肪,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,57,有關魚油EPA的結構描述下列何者是正確的？,C22:4,C20:4,C20:5,C22:5,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,58,下列何者不能用來製造身體蛋白質？,葡萄糖,甘油,脂肪酸,胺基酸 ,C,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,58,食物中所含之葉酸，必須經由哪一個酵素作用後才可被吸收？,二氫葉酸還原酶,葉酸合成解酶,蛋白酶,胰蛋白酶,A,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,59,國人膳食營養素參考攝取量對 19 歲以上的上限攝取量（UL）為何？,維生素 A 1000 微克，維生素 C 2000 毫克，維生素 E 3000 毫克,維生素 A 1000 微克，維生素 C 3000 毫克，維生素 E 2000 毫克,維生素 A 3000 微克，維生素 C 2000 毫克，維生素 E 1000 毫克,維生素 A 2000 微克，維生素 C 1000 毫克，維生素 E 3000 毫克,C,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,59,下列何者是可消化的多醣？,纖維素,木質素,棉籽糖,果膠 ,D,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,60,美國運動醫學專科學會所命名的女運動員三症候群有那些特徵？,體溫異常、無月經週期、憂鬱症,睡眠異常、無月經週期、肌肉上癮症,飲食異常、無月經週期、骨質疏鬆症,血糖異常、無月經週期、健康食品症,C,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,60,下列何者不是水溶性纖維？,樹膠,果膠質,木質素,黏液質,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,61,下列哪一種脂蛋白的氧化與動脈粥狀硬化的成因有關？,乳糜微粒,低密度脂蛋白,極低密度脂蛋白,高密度脂蛋白,B,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,61,下列何者是減重的最好方法？,避免含有碳水化合物的食物,排除飲食中所有脂肪及減少喝水,大量增加蛋白質的攝取量以防止體蛋白質流失,減少每天的能量攝取並增加能量的消耗,D,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,62,下列何者為含硫胺基酸？,半胱胺酸,酪胺酸,麩胺酸,精胺酸,A,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,62,以下何者為導致骨質疏鬆症的危險因素？,停經婦女,體力活動不足,缺乏維生素 D,以上皆是,D,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,63,研究顯示，服用下列何者可降低神經管缺陷的風險？,菸鹼酸,葉酸,維生素 C,"維他命 B
12",B,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,63,"下列有關攝食產熱效應（Termic Effect of Food, TEF）的敘述何者為是？",Carbohydrate 的 TEF值最高,protein 的 TEF值最高,Fat 的TEF值最高,Carbohydrate、protein、Fat 的TEF值一樣高,B,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,64,以葡萄糖作為基準，評估攝入其他食物後血糖上升的情形，稱為該食物之：,Amylose Index,Sugar Index,Glycemic Index,Insulin Index ,C,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,64,"全穀食品在保健食品市場(1)是全球保健食品發展的重要趨勢 (2)屬於Gluten Free的食品 
(3)富含膳食纖維、維生素和礦物質等 (4)含量需含總產品乾重51%以上始可宣稱 (5)需含
有穀物的麩皮、胚芽及胚乳，以下何者正確？",(1)(3)(5),(1)(2)(5),(2)(3)(4),(1)(2)(4) ,A,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,65,"以 Ames test 進行基因毒性測試時，試驗物質至少需進行幾個劑量的評估，且最高劑量須
足以產生明顯的毒性？",6 種,5 種,4 種,3 種,B,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,65,"根據「包裝維生素礦物質類之錠狀膠囊狀食品營養標示應遵行事項」之規定，欲敘述維生
素、礦物質之生理功能，其每日最低攝取量需達每日參考值之多少以上？",10%,15%,30%,50%,B,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,66,"下列何種毒性試驗長期以口胃管、靜脈或皮下注射方式投予實驗動物，觀察在非致死劑量
之下所產生的毒性作用，是否有導致疾病發生之可能？",急性毒性試驗,亞急性毒性試驗,基因毒性試驗,慢性毒性試驗,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,66,依健康食品規格標準審查通過之產品，其功效：,由經驗傳承,由公式計算,由學理得知,由實驗確認,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,67,請舉出三種與蛋白質合成生成有關的維生素 B 群。,"Niacin、VitaminB 、VitaminB 
1 2","VitaminB 、VitaminB 、VitaminB 
1 2 6","VitaminB 、Folic acid、Biotin 
12","VitaminB 、VitaminB 、Lipoic acid 
1 6",C,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,67,玻璃包裝之食品可能有何種毒物之汙染？,多氯聯苯,汞,鉛,甲醛,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,68,下列有關鈣的敘述，何者錯誤？,膳食纖維會抑制腸道對鈣的吸收,血鈣濃度低時，維生素 D會在腎臟被活化,補充劑中鈣的含量相同時，檸檬酸鈣型態的吸收率會較佳,血鈣濃度低時，甲狀腺素濃度會增高,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,68,迴腸切除者較容易缺乏下列何者？,"維生素B 
12","維生素B 
6",葉酸,菸鹼素,A,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,69,下列何種蛋白的變異與牛海綿狀腦病（狂牛症）有關？,纖維母細胞生長因子-23（FGF-23）,腦源性神經營養因子蛋白（BDNF）,克洛素蛋白（klotho）,普立昂蛋白（prion） ,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,69,有關三聚氰胺（Melamine）毒奶粉事件，為何不肖商人要故意添加三聚氰胺？,提高鈣質的檢測含量,提高乳蛋白的檢測含量,提高氮的檢測含量,以上皆非,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,70,"何者為健康食品管理法所稱之保健功效？ a.增進民眾健康、減少疾病危害風險 b.具有實
質科學證據之功效 c.治療、矯正人類疾病之效能 d.經中央主管機關公告者",abc,bcd,acd,"abd 
A",D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,70,"下列何種食品添加物過去曾使用於麵包中，但經致癌性試驗評估後，被歸類於第二級致癌
物而遭禁用：",溴酸鉀,二甲基亞硝胺,糖精,BHA,A,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,71,下列何者鈣的含量最高？,檸檬酸鈣,碳酸鈣,乳酸鈣,葡萄糖酸鈣,"A,B",答案有更正,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,71,以下何者非健康食品管理法規定之健康食品必須標示於容器、包裝或說明書上之項目：,有效日期,許可證字號、「健康食品」字樣及標準圖樣,核准之功效,符合HACCP,D,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,72,我國保健食品產業外銷拓展的所遭遇之主要瓶頸何者為非？,跨國行銷能力與經驗不足,不了解國外目標市場的法規,外銷所需之官方證明文件申請冗長,專利佈局不足,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,72,一般用於「動物活體基因毒性分析」的動物是哪一種？,雄性鼷鼠,兔子,倉鼠,小鼠,A,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,73,口服酵素補充品的一般在腸胃道的代謝途徑為何？,被胃腸道蛋白酶消化,被唾液分泌液迅速分解,以原本型式在胃被吸收,以原本型式在空腸完全被吸收,A,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,73,健康食品保健功效適合的表達方式，下列何者為非？,敘述攝取後一般性好處,提出科學證據支持影響人體生理結構或生理機能之說法,宣稱國際相關功效已有多元產品及廣大巿場,敘述攝特定營養素、特定成分或該食品對人體生理結構或生理機能之影響,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,74,下列何者不是水溶性纖維（soluble fiber）？,樹膠,半纖維素,果膠,木質素,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,74,以下何者非維生素 C 的功能？,具抗氧化能力,促進膠原蛋白合成,促進小腸對鐵的吸收,參與膽固醇的生合成,D,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,75,以下哪一種飽和脂肪酸不容易增加血膽固醇？,肉豆蔻酸,月桂酸,棕櫚酸,硬脂酸 ,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,75,"維生素D 必須靠哪些組織活化才能成為活化型維生素 D ？ 
3 3",肝臟與腎臟,肝臟與脾臟,腎臟與脾臟,骨髓與脾臟,A,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,76,下列何種物質經致癌性試驗評估後，被歸類於第一級致癌物：,溴酸鉀,氯仿,糖精,黃麴毒素,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,76,有關向衛生福利部申請健康食品查驗登記，所檢附之產品衛生檢驗報告，何者錯誤？,要檢附檢驗方法清單,應有三批檢驗報告,檢驗完成日期皆應在三年內,報告內容應符合健康食品衛生標準規定,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,77,顛茄生物鹼-阿托品（atropine）可用於下列何種物質中毒時之解毒？,有機溶劑,有機磷農藥,有機汞,氰化物,B,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,77,下列哪種糖是存在於豆類食品中最不易被消化的醣類？,阿拉伯糖,木糖,棉籽糖,核糖,C,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,78,染色體異常分析法檢查染色體的結構與數目於？,分裂間期,分裂末期,分裂初期,分裂中期,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,78,下列關於碳水化合物之敘述何者為非？,在人體內，葡萄糖也稱為血糖,半乳糖以單獨形式存在於牛乳中,蔗糖乃是由葡萄糖與果糖結合而成,麥芽糖含有兩個葡萄糖分子，以 α鍵結合,B,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,79,工業局「保健食品工業技術推廣與輔導計畫」業務不包括？,產業諮詢服務窗口,研發成果資料庫建置,產業發展年度白皮書,專利授權,D,,第二次
110,2021/10/2,保健食品初級工程師,保健食品概論,79,申請健康食品認證，安全性評估原則上應以何種試驗物質形式進行？,不含賦形劑之主要原料,最終產品,不拘形式,以上皆非,B,,第一次
110,2021/11/6,保健食品初級工程師,保健食品概論,80,向衛生福利部申請健康食品查驗登記，產品使用乳酸菌為原料者，其審查原則何者為非？,應有購菌或菌株來源證明,應有菌種鑑定報告,應有菌株鑑定報告,"自行篩選菌株者，其安全性分類可為 第一類 
 
以 下 空 白",D,,第二次
